QuestionID,Question,SentenceID,Sentence,Label
Q14871,what was muhammad's vision,S14871,"After eight years of fighting with the Meccan tribes, his followers, who by then had grown to 10,000, took control of Mecca in the largely peaceful Conquest of Mecca .",0
Q14872,what was muhammad's vision,S14872,He destroyed the pagan idols in the city and then sent his followers out to destroy all of the remaining pagan temples in Eastern Arabia.,0
Q14873,what was muhammad's vision,S14873,"In 632, a few months after returning to Medina from The Farewell Pilgrimage , Muhammad fell ill and died.",0
Q14874,what was muhammad's vision,S14874,"By the time of his death, most of the Arabian Peninsula had converted to Islam , and he had united Arabia into a single Muslim religious polity .",0
Q14875,what was muhammad's vision,S14875,"The revelations (or Ayah , lit.",0
Q14876,what was muhammad's vision,S14876,"Signs [of God]) — which Muhammad reported receiving until his death – form the verses of the Quran, regarded by Muslims as the ""Word of God"" and around which the religion is based.",0
Q14877,what was muhammad's vision,S14877,"Besides the Quran, Muhammad's life ( sira ) and traditions ( sunnah ) are also upheld by Muslims as the sources of sharia law .",0
Q14878,what was muhammad's vision,S14878,"They discuss Muhammad and other prophets of Islam with reverence, adding the phrase peace be upon him whenever their names are mentioned.",0
Q14879,what was muhammad's vision,S14879,"While conceptions of Muhammad in medieval Christendom and premodern times were largely negative, appraisals in modern history have been far less so.",0
Q14880,Who is the world's oldest living person,S14880,"This is a list of tables of the verified oldest people in the world in ordinal rank, such as oldest person or oldest man.",0
Q14881,Who is the world's oldest living person,S14881,"In these tables, a supercentenarian is considered 'verified' if his or her claim has been validated by an international body that specifically deals in longevity research, such as the Gerontology Research Group (GRG) or Guinness World Records .",0
Q14882,Who is the world's oldest living person,S14882,"The longest unambiguously documented human lifespan is that of Jeanne Calment of France (1875–1997), who died at age 122 years, 164 days.",0
Q14883,Who is the world's oldest living person,S14883,She met Vincent van Gogh when she was 12 or 13.,0
Q14884,Who is the world's oldest living person,S14884,"This led to news media attention in 1985, after Calment turned 110.",0
Q14885,Who is the world's oldest living person,S14885,"Subsequent investigation found documentation for Calment's age, beyond any reasonable question, in the records of her native city, Arles , France.",0
Q14886,Who is the world's oldest living person,S14886,More evidence of Calment's lifespan has been produced than for any other supercentenarian; her case serves as an archetype in the methodology for verifying the ages of the world's oldest people.,0
Q14887,Who is the world's oldest living person,S14887,"The longest undisputed lifespan for male supercentenarians is that of Jiroemon Kimura , who currently lives in Japan and is age as of .",0
Q14888,Who is the world's oldest living person,S14888,"Since the death of 115-year old Dina Manfredini of the United States , on 17 December 2012, Kimura, born 19 April 1897, is the oldest living person in the world whose age can be documented.",0
Q14889,Who is the world's oldest living person,S14889,He has also been the oldest living man since the death of 114-year old Walter Breuning on 14 April 2011.,0
Q14890,Who is the world's oldest living person,S14890,"Since the death of 115-year old Koto Okubo of Japan on 12 January 2013, the oldest living woman has been -year-old Misao Okawa , also from Japan, born on 5 March 1898.",0
Q14891,What was the movement of enslaved africans known as?,S14891,This is a timeline of the African-American Civil Rights Movement .,0
Q14892,What was the movement of enslaved africans known as?,S14892,The Civil Rights movement was a freedom struggle by African Americans in the 1950s and 1960s to gain equality.,0
Q14893,What was the movement of enslaved africans known as?,S14893,"The goals of the movement were freedom from discrimination, equal opportunity in employment, education and housing, the right to vote and equal access to public facilities.",0
Q14894,what is metal music about,S14894,"Heavy metal (often referred to as metal) is a genre of rock music that developed in the late 1960s and early 1970s, largely in the United Kingdom and in the United States.",0
Q14895,what is metal music about,S14895,"With roots in blues rock and psychedelic rock , the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion , extended guitar solos, emphatic beats, and overall loudness.",1
Q14896,what is metal music about,S14896,Heavy metal lyrics and performance styles are generally associated with masculinity and machismo .,1
Q14897,what is metal music about,S14897,"The first heavy metal bands such as Led Zeppelin , Deep Purple and Black Sabbath attracted large audiences, though they were often derided by critics, a status common throughout the history of the genre.",0
Q14898,what is metal music about,S14898,In the mid-1970s Judas Priest helped spur the genre's evolution by discarding much of its blues influence; Motörhead introduced a punk rock sensibility and an increasing emphasis on speed.,0
Q14899,what is metal music about,S14899,Bands in the New Wave of British Heavy Metal such as Iron Maiden followed in a similar vein.,0
Q14900,what is metal music about,S14900,"Before the end of the decade, heavy metal fans became known as "" metalheads "" or "" headbangers "".",0
Q14901,what is metal music about,S14901,"During the 1980s, glam metal became a commercial force with groups like Mötley Crüe and Poison .",0
Q14902,what is metal music about,S14902,"Underground scenes produced an array of more extreme, aggressive styles: thrash metal broke into the mainstream with bands such as Metallica , Megadeth , Slayer , and Anthrax , while other styles of the most extreme subgenres of metal like death metal and black metal remain subcultural phenomena.",0
Q14903,what is metal music about,S14903,"Since the mid-1990s, popular styles such as nu metal , which often incorporates elements of grunge and hip hop ; and metalcore , which blends extreme metal with hardcore punk , have further expanded the definition of the genre.",0
Q14904,what is extreme right wing,S14904,The far-right (also known as the extreme right) refers to the highest degree of rightism in right-wing politics .,1
Q14905,what is extreme right wing,S14905,"Far right politics involves support of strong or complete social hierarchy in society, and supports supremacy of certain individuals or groups deemed to be innately superior or preferable who are to be more valued than those deemed to be innately inferior or undesirable.",1
